slice_file_name;fsID;start;end;salience;fold;classID;class;path;duracion;tasa_muestreo;cantidad_canales;rango_dinamico;tasa_cruce_cero;entropia_espectograma
100032-3-0-0.wav;100032;0.0;0.317551;1;5;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold5/100032-3-0-0.wav;0.31755102040816324;44100;2;1.9669495;1947;6.7166595
100263-2-0-117.wav;100263;58.5;62.5;1;5;2;children_playing;../../data/raw/UrbanSound8K//audio/fold5/100263-2-0-117.wav;4.0;44100;2;0.07778931;27607;9.991457
100263-2-0-121.wav;100263;60.5;64.5;1;5;2;children_playing;../../data/raw/UrbanSound8K//audio/fold5/100263-2-0-121.wav;4.0;44100;2;0.04586792;20971;9.728703
100263-2-0-126.wav;100263;63.0;67.0;1;5;2;children_playing;../../data/raw/UrbanSound8K//audio/fold5/100263-2-0-126.wav;4.0;44100;2;0.11376953;26200;9.046845
100263-2-0-137.wav;100263;68.5;72.5;1;5;2;children_playing;../../data/raw/UrbanSound8K//audio/fold5/100263-2-0-137.wav;4.0;44100;2;0.044830322;25189;10.048405
100263-2-0-143.wav;100263;71.5;75.5;1;5;2;children_playing;../../data/raw/UrbanSound8K//audio/fold5/100263-2-0-143.wav;4.0;44100;2;0.046203613;16808;9.056795
100263-2-0-161.wav;100263;80.5;84.5;1;5;2;children_playing;../../data/raw/UrbanSound8K//audio/fold5/100263-2-0-161.wav;4.0;44100;2;0.03161621;17056;9.527229
100263-2-0-3.wav;100263;1.5;5.5;1;5;2;children_playing;../../data/raw/UrbanSound8K//audio/fold5/100263-2-0-3.wav;4.0;44100;2;0.036895752;16826;9.430789
100263-2-0-36.wav;100263;18.0;22.0;1;5;2;children_playing;../../data/raw/UrbanSound8K//audio/fold5/100263-2-0-36.wav;4.0;44100;2;0.039093018;16922;9.358807
100648-1-0-0.wav;100648;4.823402;5.471927;2;10;1;car_horn;../../data/raw/UrbanSound8K//audio/fold10/100648-1-0-0.wav;0.6485260770975056;44100;2;0.36346436;3700;7.9131165
100648-1-1-0.wav;100648;8.998279;10.052132;2;10;1;car_horn;../../data/raw/UrbanSound8K//audio/fold10/100648-1-1-0.wav;1.05;44100;2;0.301239;6798;8.758327
100648-1-2-0.wav;100648;16.699509;17.104837;2;10;1;car_horn;../../data/raw/UrbanSound8K//audio/fold10/100648-1-2-0.wav;0.40532879818594103;44100;2;0.39993286;3668;6.3610854
100648-1-3-0.wav;100648;17.631764;19.253075;2;10;1;car_horn;../../data/raw/UrbanSound8K//audio/fold10/100648-1-3-0.wav;1.62;44100;2;0.2996521;12044;9.430284
100648-1-4-0.wav;100648;25.332994;27.197502;2;10;1;car_horn;../../data/raw/UrbanSound8K//audio/fold10/100648-1-4-0.wav;1.86;44100;2;1.9999695;17624;5.692113
100652-3-0-0.wav;100652;0.0;4.0;1;2;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold2/100652-3-0-0.wav;4.0;44100;2;1.8629456;27123;8.468178
100652-3-0-1.wav;100652;0.5;4.5;1;2;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold2/100652-3-0-1.wav;4.0;44100;2;1.8629456;28342;8.243659
100652-3-0-2.wav;100652;1.0;5.0;1;2;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold2/100652-3-0-2.wav;4.0;44100;2;1.7037048;28560;8.06918
100652-3-0-3.wav;100652;1.5;5.5;1;2;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold2/100652-3-0-3.wav;4.0;44100;2;1.701294;27660;7.9210377
100795-3-0-0.wav;100795;0.19179;4.19179;1;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/100795-3-0-0.wav;4.0;44100;2;1.7079163;26784;7.144801
100795-3-1-0.wav;100795;13.059155;17.059155;1;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/100795-3-1-0.wav;4.0;44100;2;1.5760803;24291;7.7455416
100795-3-1-1.wav;100795;13.559155;17.559155;1;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/100795-3-1-1.wav;4.0;44100;2;1.5361633;24759;7.7759547
100795-3-1-2.wav;100795;14.059155;18.059155;1;10;3;dog_bark;../../data/raw/UrbanSound8K//audio/fold10/100795-3-1-2.wav;4.0;44100;2;1.5918884;24753;7.913982
100852-0-0-0.wav;100852;0.0;4.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-0.wav;4.0;44100;2;1.5605164;37364;10.811332
100852-0-0-1.wav;100852;0.5;4.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-1.wav;4.0;44100;2;1.2194214;36273;10.712046
100852-0-0-10.wav;100852;5.0;9.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-10.wav;4.0;44100;2;1.4182739;36341;10.6785145
100852-0-0-11.wav;100852;5.5;9.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-11.wav;4.0;44100;2;1.6132202;36793;10.728903
100852-0-0-12.wav;100852;6.0;10.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-12.wav;4.0;44100;2;1.5464783;37417;10.866596
100852-0-0-13.wav;100852;6.5;10.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-13.wav;4.0;44100;2;1.1448975;38266;10.933356
100852-0-0-14.wav;100852;7.0;11.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-14.wav;4.0;44100;2;1.120758;38868;10.939505
100852-0-0-15.wav;100852;7.5;11.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-15.wav;4.0;44100;2;1.1561584;38194;10.893159
100852-0-0-16.wav;100852;8.0;12.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-16.wav;4.0;44100;2;1.1561584;37921;10.87414
100852-0-0-17.wav;100852;8.5;12.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-17.wav;4.0;44100;2;1.212677;37579;10.83402
100852-0-0-18.wav;100852;9.0;13.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-18.wav;4.0;44100;2;1.212677;37740;10.8577385
100852-0-0-19.wav;100852;9.5;13.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-19.wav;4.0;44100;2;1.1537476;37805;10.886476
100852-0-0-2.wav;100852;1.0;5.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-2.wav;4.0;44100;2;1.1929626;36008;10.687341
100852-0-0-20.wav;100852;10.0;14.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-20.wav;4.0;44100;2;1.2476807;37810;10.822042
100852-0-0-21.wav;100852;10.5;14.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-21.wav;4.0;44100;2;1.2627258;37586;10.75731
100852-0-0-22.wav;100852;11.0;15.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-22.wav;4.0;44100;2;1.1496582;36862;10.717925
100852-0-0-23.wav;100852;11.5;15.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-23.wav;4.0;44100;2;1.3226013;37050;10.782398
100852-0-0-24.wav;100852;12.0;16.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-24.wav;4.0;44100;2;1.3943787;37370;10.803836
100852-0-0-25.wav;100852;12.5;16.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-25.wav;4.0;44100;2;1.2802124;37410;10.764422
100852-0-0-26.wav;100852;13.0;17.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-26.wav;4.0;44100;2;1.1376038;37191;10.748184
100852-0-0-27.wav;100852;13.5;17.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-27.wav;4.0;44100;2;1.1672058;36896;10.705365
100852-0-0-28.wav;100852;14.0;18.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-28.wav;4.0;44100;2;1.2463684;36859;10.712752
100852-0-0-29.wav;100852;14.5;18.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-29.wav;4.0;44100;2;1.3980408;37221;10.632879
100852-0-0-3.wav;100852;1.5;5.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-3.wav;4.0;44100;2;1.2373352;35546;10.680952
100852-0-0-30.wav;100852;15.0;19.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-30.wav;4.0;44100;2;1.5822449;37797;10.492617
100852-0-0-4.wav;100852;2.0;6.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-4.wav;4.0;44100;2;1.2373352;35653;10.712303
100852-0-0-5.wav;100852;2.5;6.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-5.wav;4.0;44100;2;1.402008;36253;10.7617235
100852-0-0-6.wav;100852;3.0;7.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-6.wav;4.0;44100;2;1.402008;36859;10.814872
100852-0-0-7.wav;100852;3.5;7.5;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-7.wav;4.0;44100;2;1.9077454;38268;10.844163
100852-0-0-8.wav;100852;4.0;8.0;1;5;0;air_conditioner;../../data/raw/UrbanSound8K//audio/fold5/100852-0-0-8.wav;4.0;44100;2;1.9077454;38127;10.847108
